0	1	o
1	2	o
2	3	k
3	4	o
4	5	p
5	6	c
6	7	u
7	8	r
8	9	a
9	10	c
10	11	a
11	12	o
12	13	h
13	14	o
14	15	o
15	16	r
16	17	g
17	18	e
18	19	e
19	20	n
20	21	e
21	22	n
22	23	k
23	24	e
24	25	l
25	26	p
26	27	r
27	28	o
28	29	b
29	30	l
30	31	e
31	32	e
32	33	m
33	34	<silence>
33	34	m
34	35	a
35	36	a
36	37	r
37	38	h
38	39	e
39	40	t
40	41	i
41	42	s
42	43	e
43	44	e
44	45	n
45	46	k
46	47	l
47	48	e
48	49	i
49	50	n
50	51	e
51	52	g
52	53	r
53	54	o
54	55	e
55	56	p
56	57	h
57	58	e
58	59	l
59	60	e
60	61	m
61	62	i
62	63	l
63	64	i
64	65	t
65	66	a
66	67	n
67	68	t
68	69	e
69	70	j
70	71	a
71
