0	1	d
1	2	u
2	3	i
3	4	v
4	5	e
5	6	l
6	7	j
7	8	e
8	9	d
9	10	a
10	11	t
11	12	k
12	13	o
13	14	n
14	15	j
15	16	e
16	17	t
17	18	o
18	19	c
19	20	h
20	21	m
21	22	a
22	23	a
23	24	r
24	25	b
25	26	e
26	27	t
27	28	e
28	29	r
29	30	n
30	31	i
31	32	e
32	33	t
33	34	g
34	35	e
35	36	b
36	37	r
37	38	u
38	39	i
39	40	k
40	41	e
41	42	n
42	43	<silence>
42	43	w
43	44	i
44	45	e
45	46	o
46	47	v
47	48	e
48	49	r
49	50	d
50	51	e
51	52	d
52	53	u
53	54	i
54	55	v
55	56	e
56	57	l
57	58	s
58	59	p
59	60	r
60	61	e
61	62	e
62	63	k
63	64	t
64
