0	1	t
1	2	o
2	3	o
3	4	n
4	5	z
5	6	e
6	7	t
7	8	i
8	9	n
9	10	d
10	11	e
11	12	t
12	13	a
13	14	c
14	15	h
15	16	t
16	17	i
17	18	g
18	19	e
19	20	r
20	21	j
21	22	a
22	23	r
23	24	e
24	25	n
25	26	<silence>
25	26	m
26	27	e
27	28	t
28	29	m
29	30	e
30	31	g
31	32	a
32	33	h
33	34	i
34	35	t
35	36	s
36	37	a
37	38	l
38	39	s
39	40	d
40	41	e
41	42	b
42	43	o
43	44	m
44	45	d
45	46	o
46	47	r
47	48	i
48	49	s
49	50	d
50	51	a
51	52	y
52	53	e
53	54	n
54	55	i
55	56	s
56	57	d
57	58	i
58	59	t
59	60	a
60	61	l
61	62	l
62	63	e
63	64	s
64	65	<silence>
64
