0	1	t
1	2	i
2	3	e
3	4	t
4	5	e
5	6	l
6	7	p
7	8	r
8	9	i
9	10	n
10	11	s
11	12	v
12	13	a
13	14	n
14	15	o
15	16	r
16	17	a
17	18	n
18	19	g
19	20	e
20	21	v
21	22	a
22	23	n
23	24	z
24	25	i
25	26	j
26	27	n
27	28	o
28	29	o
29	30	m
30	31	r
31	32	e
32	33	n
33	34	e
34	35	e
35	36	d
36	37	e
37	38	c
38	39	h
39	40	a
40	41	l
41	42	l
42	43	e
43	44	e
44	45	c
45	46	o
46	47	m
47	48	p
48	49	l
49	50	e
50	51	e
51	52	t
52	53	m
53	54	e
54	55	t
55	56	d
56	57	e
57	58	w
58	59	a
59	60	p
60	61	e
61	62	n
62	63	s
63	64	p
64	65	r
65	66	e
66	67	u
67	68	k
68
