0	1	d
1	2	a
2	3	t
3	4	i
4	5	n
5	6	<EN>
5	6	z
6	7	ɛ
7	8	v
8	9	ʌ
9	10	n
10	11	t
11	12	i
12	13	n
13	14	t
14	15	w
15	16	i
16	17	n
17	18	t
18	19	ʌ
19	20	h
20	21	v
21	22	i
22	23	r
23	24	<EN>
23	24	o
24	25	p
25	26	d
26	27	e
27	28	e
28	29	e
29	30	r
30	31	s
31	32	t
32	33	e
33	34	d
34	35	e
35	36	b
36	37	e
37	38	s
38	39	t
39	40	e
40	41	r
41	42	e
42	43	i
43	44	s
44	45	v
45	46	a
46	47	n
47	48	n
48	49	e
49	50	d
50	51	e
51	52	r
52	53	l
53	54	a
54	55	n
55	56	d
56	57	n
57	58	a
58	59	a
59	60	r
60	61	b
61	62	a
62	63	t
63	64	a
64
