0	1	v
1	2	o
2	3	o
3	4	r
4	5	d
5	6	u
6	7	i
7	8	z
8	9	e
9	10	n
10	11	d
11	12	e
12	13	n
13	14	m
14	15	e
15	16	n
16	17	s
17	18	e
18	19	n
19	20	i
20	21	n
21	22	o
22	23	n
23	24	s
24	25	l
25	26	a
26	27	n
27	28	d
28	29	e
29	30	n
30	31	d
31	32	a
32	33	a
33	34	r
34	35	b
35	36	u
36	37	i
37	38	t
38	39	e
39	40	n
40	41	o
41	42	v
42	43	e
43	44	r
44	45	s
45	46	c
46	47	h
47	48	a
48	49	d
49	50	u
50	51	w
51	52	t
52	53	<silence>
52	53	h
53	54	i
54	55	j
55	56	z
56	57	e
57	58	i
58	59	v
59	60	o
60	61	o
61	62	r
62	63	a
63	64	l
64	65	l
65	66	e
66	67	n
67	68	d
68	69	i
69	70	e
70	71	d
71	72	o
72	73	o
73	74	r
74	75	d
75	76	i
76	77	t
77	78	l
78	79	e
79	80	e
80	81	d
81
