0	1	e
1	2	e
2	3	n
3	4	d
4	5	e
5	6	f
6	7	e
7	8	n
8	9	s
9	10	i
10	11	e
11	12	v
12	13	e
13	14	a
14	15	c
15	16	h
16	17	t
17	18	e
18	19	r
19	20	g
20	21	r
21	22	o
22	23	n
23	24	d
24	25	h
25	26	e
26	27	e
27	28	f
28	29	t
29	30	<silence>
29	30	s
30	31	a
31	32	p
32	33	m
33	34	i
34	35	l
35	36	l
36	37	e
37	38	r
38	39	o
39	40	p
40	41	z
41	42	i
42	43	j
43	44	n
44	45	b
45	46	e
46	47	u
47	48	r
48	49	t
49	50	p
50	51	r
51	52	o
52	53	b
53	54	e
54	55	r
55	56	e
56	57	n
57	58	o
58	59	p
59	60	d
60	61	i
61	62	e
62	63	m
63	64	a
64	65	n
65	66	i
66	67	e
67	68	r
68	69	d
69	70	e
70
