0	1	e
1	2	n
2	3	o
3	4	f
4	5	g
5	6	e
6	7	b
7	8	e
8	9	u
9	10	r
10	11	t
11	12	e
12	13	n
13	14	i
14	15	s
15	16	s
16	17	e
17	18	n
18	19	d
19	20	i
20	21	r
21	22	e
22	23	c
23	24	t
24	25	b
25	26	i
26	27	j
27	28	h
28	29	u
29	30	n
30	31	n
31	32	a
32	33	a
33	34	m
34	35	t
35	36	e
36	37	n
37	38	o
38	39	e
39	40	m
40	41	e
41	42	n
42	43	<silence>
42	43	b
43	44	e
44	45	h
45	46	a
46	47	l
47	48	v
48	49	e
49	50	w
50	51	a
51	52	a
52	53	r
53	54	h
54	55	e
55	56	t
56	57	v
57	58	l
58	59	i
59	60	e
60	61	g
61	62	r
62	63	a
63	64	m
64	65	p
65	66	m
66	67	e
67	68	t
68	69	<EN>
68	69	ɛ
69	70	m
70	71	e
71	72	ɪ
72	73	t
73	74	ʃ
74	75	z
75	76	ɛ
76	77	v
77	78	ʌ
78	79	n
79	80	t
80	81	i
81	82	n
82	83	<EN>
82
