0	1	z
1	2	i
2	3	j
3	4	n
4	5	e
5	6	r
6	7	v
7	8	e
8	9	e
9	10	l
10	11	m
11	12	e
12	13	n
13	14	s
14	15	e
15	16	n
16	17	m
17	18	e
18	19	t
19	20	v
20	21	r
21	22	a
22	23	g
23	24	e
24	25	n
25	26	o
26	27	v
27	28	e
28	29	r
29	30	n
30	31	o
31	32	u
32	33	h
33	34	o
34	35	e
35	36	k
36	37	a
37	38	n
38	39	i
39	40	k
40	41	d
41	42	a
42	43	t
43	44	n
44	45	o
45	46	u
46	47	v
47	48	o
48	49	o
49	50	r
50	51	m
51	52	e
52	53	z
53	54	e
54	55	l
55	56	f
56	57	h
57	58	e
58	59	t
59	60	b
60	61	e
61	62	s
62	63	t
63	64	g
64	65	e
65	66	b
66	67	r
67	68	u
68	69	i
69	70	k
70	71	v
71	72	a
72	73	n
73	74	m
74	75	a
75	76	k
76	77	e
77	78	n
78
