0	1	b
1	2	o
2	3	e
3	4	r
4	5	<silence>
4	5	g
5	6	r
6	7	o
7	8	n
8	9	i
9	10	n
10	11	g
11	12	e
12	13	n
13	14	b
14	15	e
15	16	h
16	17	a
17	18	l
18	19	v
19	20	e
20	21	e
21	22	d
22	23	e
23	24	s
24	25	t
25	26	r
26	27	a
27	28	a
28	29	l
29	30	o
30	31	o
31	32	k
32	33	h
33	34	e
34	35	e
35	36	l
36	37	g
37	38	e
38	39	w
39	40	o
40	41	o
41	42	n
42	43	<silence>
42	43	g
43	44	e
44	45	l
45	46	d
46	47	e
47	48	r
48	49	l
49	50	a
50	51	n
51	52	d
52	53	n
53	54	a
54	55	t
55	56	u
56	57	u
57	58	r
58	59	l
59	60	i
60	61	j
61	62	k
62	63	n
63	64	o
64	65	r
65	66	m
66	67	a
67	68	a
68	69	l
69
