0	1	f
1	2	r
2	3	i
3	4	e
4	5	s
5	6	l
6	7	a
7	8	n
8	9	d
9	10	e
10	11	n
11	12	l
12	13	i
13	14	m
14	15	b
15	16	u
16	17	r
17	18	g
18	19	l
19	20	e
20	21	i
21	22	d
22	23	e
23	24	n
24	25	d
25	26	e
26	27	d
27	28	a
28	29	n
29	30	s
30	31	i
31	32	n
32	33	d
33	34	i
34	35	a
35	36	l
36	37	e
37	38	c
38	39	t
39	40	m
40	41	u
41	42	z
42	43	i
43	44	e
44	45	k
45	46	<silence>
45	46	f
46	47	r
47	48	i
48	49	e
49	50	s
50	51	l
51	52	a
52	53	n
53	54	d
54	55	h
55	56	e
56	57	e
57	58	f
58	59	t
59	60	d
60	61	e
61	62	k
62	63	a
63	64	s
64	65	t
65	66	d
66	67	e
67	68	h
68	69	u
69	70	n
70	71	n
71	72	e
72	73	k
73	74	o
74	75	p
75	76	e
76	77	n
77
