0	1	w
1	2	a
2	3	t
3	4	d
4	5	a
5	6	a
6	7	r
7	8	m
8	9	e
9	10	e
10	11	s
11	12	a
12	13	m
13	14	e
14	15	n
15	16	h
16	17	a
17	18	n
18	19	g
19	20	t
20	21	<silence>
20	21	l
21	22	e
22	23	t
23	24	o
24	25	o
25	26	k
26	27	e
27	28	v
28	29	e
29	30	n
30	31	o
31	32	p
32	33	h
33	34	e
34	35	t
35	36	m
36	37	u
37	38	z
38	39	i
39	40	e
40	41	k
41	42	j
42	43	e
43	44	v
44	45	o
45	46	o
46	47	r
47	48	a
48	49	f
49	50	j
50	51	e
51	52	h
52	53	o
53	54	o
54	55	r
55	56	t
56	57	f
57	58	r
58	59	a
59	60	n
60	61	s
61	62	z
62	63	e
63	64	l
64	65	f
65	66	d
66	67	e
67
