0	1	l
1	2	o
2	3	p
3	4	e
4	5	n
5	6	n
6	7	i
7	8	e
8	9	u
9	10	w
10	11	e
11	12	l
12	13	a
13	14	n
14	15	d
15	16	e
16	17	r
17	18	e
18	19	n
19	20	e
20	21	e
21	22	n
22	23	h
23	24	e
24	25	l
25	26	e
26	27	a
27	28	a
28	29	n
29	30	t
30	31	a
31	32	l
32	33	k
33	34	l
34	35	e
35	36	i
36	37	n
37	38	e
38	39	d
39	40	o
40	41	r
41	42	p
42	43	j
43	44	e
44	45	s
45	46	h
46	47	e
47	48	b
48	49	b
49	50	e
50	51	n
51	52	z
52	53	e
53	54	m
54	55	o
55	56	e
56	57	t
57	58	e
58	59	n
59	60	v
60	61	e
61	62	r
62	63	p
63	64	l
64	65	a
65	66	a
66	67	t
67	68	s
68	69	e
69	70	n
70	71	v
71	72	e
72	73	r
73	74	d
74	75	e
75	76	r
76	77	i
77	78	n
78	79	l
79	80	a
80	81	n
81	82	d
82	83	n
83	84	a
84	85	a
85	86	r
86
