0	1	h
1	2	e
2	3	e
3	4	l
4	5	v
5	6	e
6	7	e
7	8	l
8	9	u
9	10	i
10	11	t
11	12	w
12	13	a
13	14	t
14	15	v
15	16	o
16	17	o
17	18	r
18	19	p
19	20	e
20	21	r
21	22	e
22	23	n
23	24	j
24	25	e
25	26	h
26	27	i
27	28	e
28	29	r
29	30	v
30	31	o
31	32	o
32	33	r
33	34	g
34	35	e
35	36	b
36	37	r
37	38	u
38	39	i
39	40	k
40	41	t
41	42	g
42	43	e
43	44	b
44	45	r
45	46	u
46	47	i
47	48	k
48	49	e
49	50	e
50	51	n
51	52	r
52	53	e
53	54	d
54	55	e
55	56	l
56	57	i
57	58	j
58	59	k
59	60	g
60	61	r
61	62	o
62	63	t
63	64	e
64	65	m
65	66	a
66	67	a
67	68	t
68	69	<silence>
68	69	e
69	70	n
70	71	p
71	72	a
72
