0	1	d
1	2	e
2	3	e
3	4	n
4	5	e
5	6	k
6	7	a
7	8	n
8	9	t
9	10	m
10	11	o
11	12	e
12	13	t
13	14	e
14	15	n
15	16	w
16	17	e
17	18	n
18	19	e
19	20	t
20	21	z
21	22	o
22	23	a
23	24	l
24	25	s
25	26	w
26	27	e
27	28	d
28	29	o
29	30	e
30	31	n
31	32	m
32	33	e
33	34	t
34	35	n
35	36	u
36	37	c
37	38	l
38	39	e
39	40	a
40	41	i
41	42	r
42	43	e
43	44	w
44	45	a
45	46	p
46	47	e
47	48	n
48	49	s
49	50	e
50	51	n
51	52	z
52	53	o
53	54	v
54	55	o
55	56	o
56	57	r
57	58	t
58	59	m
59	60	o
60	61	e
61	62	t
62	63	e
63	64	n
64	65	w
65	66	e
66	67	t
67	68	o
68	69	c
69	70	h
70	71	p
71	72	r
72	73	o
73	74	b
74	75	e
75
