0	1	s
1	2	t
2	3	a
3	4	r
4	5	t
5	6	<silence>
5	6	v
6	7	a
7	8	n
8	9	d
9	10	a
10	11	a
11	12	g
12	13	e
13	14	e
14	15	n
15	16	g
16	17	e
17	18	s
18	19	p
19	20	r
20	21	e
21	22	k
22	23	m
23	24	e
24	25	t
25	26	c
26	27	u
27	28	e
28	29	j
29	30	e
30	31	l
31	32	i
32	33	e
33	34	n
34	35	s
35	36	o
36	37	u
37	38	d
38	39	i
39	40	n
40	41	t
41	42	e
42	43	r
43	44	n
44	45	a
45	46	t
46	47	i
47	48	o
48	49	n
49	50	a
50	51	l
51	52	e
52	53	n
53	54	a
54	55	a
55	56	n
56	57	v
57	58	o
58	59	e
59	60	r
60	61	d
61	62	e
62	63	r
63	64	v
64	65	a
65	66	n
66
