0	1	b
1	2	e
2	3	s
3	4	t
4	5	d
5	6	a
6	7	t
7	8	g
8	9	e
9	10	k
10	11	l
11	12	e
12	13	u
13	14	r
14	15	d
15	16	e
16	17	m
17	18	e
18	19	d
19	20	e
20	21	m
21	22	e
22	23	n
23	24	s
24	25	e
25	26	n
26	27	d
27	28	a
28	29	n
29	30	a
30	31	a
31	32	n
32	33	d
33	34	i
34	35	s
35	36	c
36	37	r
37	38	i
38	39	m
39	40	i
40	41	n
41	42	a
42	43	t
43	44	i
44	45	e
45	46	d
46	47	e
47	48	n
48	49	k
49	50	e
50	51	n
51	52	<silence>
51	52	w
52	53	a
53	54	n
54	55	t
55	56	w
56	57	a
57	58	a
58	59	r
59	60	o
60	61	m
61	62	z
62	63	o
63	64	u
64	65	p
65	66	i
66	67	e
67	68	t
68
