0	1	h
1	2	a
2	3	n
3	4	g
4	5	e
5	6	n
6	7	w
7	8	e
8	9	h
9	10	e
10	11	t
11	12	z
12	13	e
13	14	l
14	15	f
15	16	s
16	17	a
17	18	a
18	19	n
19	20	d
20	21	e
21	22	k
22	23	e
23	24	r
24	25	s
25	26	t
26	27	b
27	28	o
28	29	o
29	30	m
30	31	<silence>
30	31	w
31	32	a
32	33	n
33	34	t
34	35	d
35	36	e
36	37	k
37	38	e
38	39	r
39	40	s
40	41	t
41	42	k
42	43	r
43	44	a
44	45	n
45	46	s
46	47	e
47	48	n
48	49	h
49	50	e
50	51	b
51	52	b
52	53	e
53	54	n
54	55	k
55	56	l
56	57	e
57	58	i
58	59	n
59	60	e
60	61	g
61	62	a
62	63	a
63	64	t
64	65	j
65	66	e
66	67	i
67	68	n
68	69	d
69	70	e
70	71	m
71	72	i
72	73	d
73	74	d
74	75	e
75	76	l
76	77	h
77	78	a
78	79	n
79	80	g
80	81	e
81	82	n
82	83	w
83	84	e
84	85	e
85	86	v
86	87	e
87	88	n
88	89	e
89	90	e
90	91	n
91	92	t
92	93	o
93	94	u
94	95	w
95
