0	1	v
1	2	e
2	3	l
3	4	e
4	5	m
5	6	i
6	7	s
7	8	d
8	9	r
9	10	i
10	11	j
11	12	v
12	13	e
13	14	n
14	15	e
15	16	n
16	17	d
17	18	i
18	19	e
19	20	d
20	21	e
21	22	z
22	23	e
23	24	w
24	25	e
25	26	e
26	27	k
27	28	z
28	29	i
29	30	j
30	31	n
31	32	v
32	33	e
33	34	r
34	35	z
35	36	o
36	37	e
37	38	k
38	39	t
39	40	o
40	41	t
41	42	e
42	43	u
43	44	t
44	45	h
45	46	a
46	47	n
47	48	a
48	49	s
49	50	i
50	51	e
51	52	z
52	53	a
53	54	g
54	55	i
55	56	n
56	57	g
57	58	e
58	59	w
59	60	i
60	61	l
61	62	l
62	63	i
63	64	g
64	65	d
65	66	<silence>
65	66	h
66	67	e
67	68	t
68	69	i
69	70	s
70
