0	1	b
1	2	e
2	3	t
3	4	e
4	5	k
5	6	e
6	7	n
7	8	t
8	9	n
9	10	i
10	11	k
11	12	s
12	13	<silence>
12	13	w
13	14	a
14	15	t
15	16	w
16	17	i
17	18	l
18	19	d
19	20	e
20	21	z
21	22	e
22	23	o
23	24	n
24	25	b
25	26	e
26	27	k
27	28	e
28	29	n
29	30	d
30	31	e
31	32	i
32	33	k
33	34	p
34	35	r
35	36	e
36	37	c
37	38	i
38	39	e
39	40	s
40	41	h
41	42	a
42	43	n
43	44	d
44	45	h
45	46	a
46	47	v
47	48	e
48	49	n
49	50	<silence>
49	50	m
50	51	o
51	52	e
52	53	t
53	54	m
54	55	i
55	56	s
56	57	s
57	58	c
58	59	h
59	60	i
60	61	e
61	62	n
62	63	a
63	64	l
64	65	l
65	66	e
66	67	s
67
