0	1	r
1	2	k
2	3	t
3	4	u
4	5	i
5	6	g
6	7	<silence>
6	7	o
7	8	f
8	9	e
9	10	e
10	11	n
11	12	p
12	13	l
13	14	a
14	15	a
15	16	t
16	17	j
17	18	e
18	19	v
19	20	a
20	21	n
21	22	e
22	23	e
23	24	n
24	25	p
25	26	o
26	27	l
27	28	i
28	29	t
29	30	i
30	31	c
31	32	u
32	33	s
33	34	<silence>
33	34	n
34	35	o
35	36	u
36	37	i
37	38	n
38	39	h
39	40	e
40	41	t
41	42	b
42	43	e
43	44	g
44	45	i
45	46	n
46	47	l
47	48	e
48	49	e
49	50	k
50	51	h
51	52	e
52	53	t
53	54	e
54	55	r
55	56	o
56	57	p
57	58	d
58	59	a
59	60	t
60	61	v
61	62	o
62	63	o
63	64	r
64	65	a
65	66	l
66
