0	1	t
1	2	e
2	3	z
3	4	i
4	5	e
5	6	n
6	7	i
7	8	n
8	9	n
9	10	e
10	11	d
11	12	e
12	13	r
13	14	l
14	15	a
15	16	n
16	17	d
17	18	e
18	19	n
19	20	j
20	21	e
21	22	d
22	23	e
23	24	n
24	25	k
25	26	t
26	27	n
27	28	a
28	29	t
29	30	u
30	31	u
31	32	r
32	33	l
33	34	i
34	35	j
35	36	k
36	37	o
37	38	k
38	39	e
39	40	e
40	41	d
41	42	a
42	43	n
43	44	w
44	45	i
45	46	l
46	47	i
47	48	k
48	49	z
49	50	e
50	51	l
51	52	f
52	53	o
53	54	o
54	55	k
55	56	w
56	57	e
57	58	l
58	59	e
59	60	v
60	61	e
61	62	n
62	63	z
63	64	i
64	65	e
65	66	n
66	67	h
67	68	o
68	69	e
69	70	d
70	71	i
71	72	t
72	73	a
73	74	l
74	75	l
75	76	e
76	77	m
77	78	a
78	79	a
79	80	l
80	81	i
81	82	s
82	83	a
83	84	f
84	85	g
85	86	e
86	87	l
87	88	o
88	89	p
89	90	e
90	91	n
91
