0	1	h
1	2	o
2	3	n
3	4	d
4	5	e
5	6	r
6	7	d
7	8	e
8	9	n
9	10	p
10	11	r
11	12	o
12	13	e
13	14	f
14	15	k
15	16	o
16	17	n
17	18	i
18	19	j
19	20	n
20	21	e
21	22	n
22	23	t
23	24	u
24	25	s
25	26	s
26	27	e
27	28	n
28	29	d
29	30	e
30	31	a
31	32	c
32	33	h
33	34	t
34	35	t
35	36	i
36	37	e
37	38	n
38	39	e
39	40	n
40	41	d
41	42	e
42	43	h
43	44	o
44	45	n
45	46	d
46	47	e
47	48	r
48	49	d
49	50	j
50	51	a
51	52	a
52	53	r
53	54	o
54	55	u
55	56	d
56	57	k
57	58	r
58	59	e
59	60	g
60	61	e
61	62	n
62	63	k
63	64	o
64	65	r
65	66	t
66	67	e
67	68	b
68	69	e
69
