0	1	o
1	2	r
2	3	g
3	4	a
4	5	n
5	6	i
6	7	s
7	8	a
8	9	t
9	10	i
10	11	e
11	12	s
12	13	h
13	14	o
14	15	o
15	16	p
16	17	t
17	18	e
18	19	n
19	20	o
20	21	p
21	22	m
22	23	e
23	24	e
24	25	r
25	26	<silence>
25	26	z
26	27	o
27	28	z
28	29	e
29	30	g
30	31	t
31	32	h
32	33	e
33	34	t
34	35	r
35	36	a
36	37	p
37	38	p
38	39	o
39	40	r
40	41	t
41	42	h
42	43	e
43	44	l
44	45	e
45	46	m
46	47	a
47	48	a
48	49	l
49	50	n
50	51	i
51	52	e
52	53	t
53	54	s
54	55	o
55	56	v
56	57	e
57	58	r
58	59	d
59	60	e
60	61	v
61	62	l
62	63	i
63	64	e
64	65	g
65	66	r
66	67	o
67	68	u
68	69	t
69	70	e
70	71	v
71	72	a
72	73	n
73	74	m
74	75	h
75	76	z
76	77	e
77	78	v
78	79	e
79	80	n
80	81	t
81	82	i
82	83	e
83	84	n
84
