0	1	e
1	2	n
2	3	d
3	4	i
4	5	e
5	6	t
6	7	o
7	8	c
8	9	h
9	10	h
10	11	e
11	12	e
12	13	l
13	14	b
14	15	e
15	16	l
16	17	a
17	18	n
18	19	g
19	20	r
20	21	i
21	22	j
22	23	k
23	24	z
24	25	i
25	26	j
26	27	n
27	28	b
28	29	i
29	30	j
30	31	d
31	32	e
32	33	o
33	34	p
34	35	v
35	36	o
36	37	e
37	38	d
38	39	i
39	40	n
40	41	g
41	42	e
42	43	n
43	44	d
44	45	e
45	46	k
46	47	a
47	48	n
48	49	s
49	50	e
50	51	n
51	52	i
52	53	n
53	54	h
54	55	e
55	56	t
56	57	l
57	58	e
58	59	v
59	60	e
60	61	n
61	62	<silence>
61	62	o
62	63	v
63	64	e
64	65	r
65
