0	1	a
1	2	a
2	3	n
3	4	h
4	5	e
5	6	n
6	7	e
7	8	d
8	9	e
9	10	r
10	11	l
11	12	a
12	13	n
13	14	d
14	15	z
15	16	a
16	17	l
17	18	z
18	19	i
19	20	c
20	21	h
21	22	a
22	23	c
23	24	t
24	25	i
25	26	e
26	27	f
27	28	i
28	29	n
29	30	d
30	31	e
31	32	s
32	33	t
33	34	r
34	35	i
35	36	j
36	37	d
37	38	m
38	39	e
39	40	n
40	41	g
41	42	e
42	43	n
43	44	<silence>
43	44	d
44	45	a
45	46	t
46	47	h
47	48	e
48	49	t
49	50	z
50	51	o
51	52	l
52	53	a
53	54	n
54	55	g
55	56	h
56	57	e
57	58	e
58	59	f
59	60	t
60	61	g
61	62	e
62	63	d
63	64	u
64	65	u
65	66	r
66	67	d
67	68	h
68	69	e
69	70	t
70	71	z
71	72	o
72	73	u
73	74	n
74	75	i
75	76	e
76	77	t
77	78	a
78	79	l
79	80	l
80	81	e
81	82	e
82	83	n
83
