0	1	o
1	2	n
2	3	d
3	4	e
4	5	r
5	6	h
6	7	a
7	8	n
8	9	d
9	10	e
10	11	l
11	12	i
12	13	n
13	14	g
14	15	e
15	16	n
16	17	d
17	18	a
18	19	a
19	20	r
20	21	o
21	22	v
22	23	e
23	24	r
24	25	z
25	26	i
26	27	j
27	28	n
28	29	i
29	30	n
30	31	h
31	32	e
32	33	t
33	34	d
34	35	i
35	36	e
36	37	p
37	38	s
38	39	t
39	40	e
40	41	g
41	42	e
42	43	h
43	44	e
44	45	i
45	46	m
46	47	g
47	48	e
48	49	v
49	50	o
50	51	e
51	52	r
52	53	d
53	54	o
54	55	m
55	56	t
56	57	e
57	58	v
58	59	o
59	60	o
60	61	r
61	62	k
62	63	o
63	64	m
64	65	e
65	66	n
66	67	d
67	68	a
68	69	t
69	70	e
70	71	r
71	72	o
72	73	o
73	74	k
74	75	m
75	76	a
76	77	a
77	78	r
78	79	i
79	80	e
80	81	t
81	82	s
82
