0	1	i
1	2	n
2	3	s
3	4	t
4	5	a
5	6	l
6	7	l
7	8	a
8	9	t
9	10	i
10	11	e
11	12	<silence>
11	12	e
12	13	n
13	14	t
14	15	i
15	16	j
16	17	d
17	18	e
18	19	n
19	20	s
20	21	h
21	22	e
22	23	t
23	24	k
24	25	o
25	26	e
26	27	l
27	28	e
28	29	n
29	30	m
30	31	o
31	32	e
32	33	t
33	34	e
34	35	r
35	36	e
36	37	l
37	38	e
38	39	c
39	40	t
40	41	r
41	42	i
42	43	c
43	44	i
44	45	t
45	46	e
46	47	i
47	48	t
48	49	z
49	50	i
50	51	j
51	52	n
52	53	e
53	54	n
54	55	o
55	56	o
56	57	k
57	58	d
58	59	a
59	60	t
60	61	d
61	62	o
62	63	e
63	64	t
64	65	d
65	66	i
66	67	e
67	68	i
68	69	n
69	70	s
70	71	t
71	72	a
72	73	l
73	74	l
74	75	a
75	76	t
76	77	i
77	78	e
78	79	d
79	80	u
80	81	s
81	82	h
82	83	e
83	84	t
84	85	i
85	86	s
86	87	a
87
