0	1	m
1	2	a
2	3	a
3	4	r
4	5	v
5	6	o
6	7	o
7	8	r
8	9	d
9	10	e
10	11	v
11	12	e
12	13	r
13	14	a
14	15	n
15	16	d
16	17	e
17	18	r
18	19	i
19	20	n
20	21	g
21	22	n
22	23	u
23	24	e
24	25	e
25	26	n
26	27	s
27	28	e
28	29	e
29	30	n
30	31	k
31	32	e
32	33	e
33	34	r
34	35	t
35	36	j
36	37	e
37	38	o
38	39	p
39	40	e
40	41	e
41	42	n
42	43	z
43	44	a
44	45	t
45	46	e
46	47	r
47	48	d
48	49	a
49	50	g
50	51	<silence>
50	51	v
51	52	a
52	53	n
53	54	d
54	55	a
55	56	a
56	57	g
57	58	h
58	59	o
59	60	r
60	61	e
61	62	n
62	63	w
63	64	e
64	65	v
65	66	a
66	67	n
67	68	f
68	69	r
69	70	a
70	71	n
71	72	s
72
