0	1	d
1	2	i
2	3	n
3	4	g
4	5	e
5	6	n
6	7	v
7	8	a
8	9	n
9	10	d
10	11	e
11	12	a
12	13	a
13	14	n
14	15	k
15	16	o
16	17	m
17	18	e
18	19	n
19	20	h
20	21	e
21	22	b
22	23	b
23	24	e
24	25	n
25	26	w
26	27	e
27	28	d
28	29	a
29	30	t
30	31	o
31	32	o
32	33	k
33	34	g
34	35	e
35	36	z
36	37	i
37	38	e
38	39	n
39	40	d
40	41	a
41	42	t
42	43	z
43	44	e
44	45	m
45	46	e
46	47	t
47	48	r
48	49	u
49	50	s
50	51	l
51	52	a
52	53	n
53	54	d
54	55	o
55	56	p
56	57	g
57	58	e
58	59	b
59	60	i
60	61	e
61	62	d
62	63	v
63	64	a
64	65	n
65
