0	1	e
1	2	e
2	3	n
3	4	a
4	5	a
5	6	n
6	7	t
7	8	a
8	9	l
9	10	d
10	11	o
11	12	c
12	13	u
13	14	m
14	15	e
15	16	n
16	17	t
17	18	e
18	19	n
19	20	v
20	21	o
21	22	o
22	23	r
23	24	i
24	25	n
25	26	v
26	27	u
27	28	l
28	29	l
29	30	e
30	31	n
31	32	e
32	33	n
33	34	o
34	35	o
35	36	k
36	37	e
37	38	e
38	39	n
39	40	a
40	41	a
41	42	n
42	43	t
43	44	a
44	45	l
45	46	d
46	47	o
47	48	c
48	49	u
49	50	m
50	51	e
51	52	n
52	53	t
53	54	e
54	55	n
55	56	b
56	57	i
57	58	j
58	59	v
59	60	o
60	61	e
61	62	g
62	63	e
63	64	n
64	65	z
65	66	o
66	67	a
67	68	l
68	69	s
69
