0	1	n
1	2	i
2	3	e
3	4	t
4	5	t
5	6	e
6	7	g
7	8	e
8	9	n
9	10	o
10	11	v
11	12	e
12	13	r
13	14	d
14	15	e
15	16	h
16	17	u
17	18	i
18	19	d
19	20	s
20	21	k
21	22	l
22	23	e
23	24	u
24	25	r
25	26	v
26	27	a
27	28	n
28	29	d
29	30	e
30	31	s
31	32	i
32	33	n
33	34	t
34	35	m
35	36	a
36	37	a
37	38	r
38	39	t
39	40	e
40	41	g
41	42	e
42	43	n
43	44	o
44	45	v
45	46	e
46	47	r
47	48	z
48	49	i
49	50	j
50	51	n
51	52	h
52	53	e
53	54	i
54	55	l
55	56	i
56	57	g
57	58	h
58	59	e
59	60	i
60	61	d
61	62	<silence>
61	62	s
62	63	i
63	64	n
64	65	t
65
