0	1	t
1	2	e
2	3	g
3	4	e
4	5	l
5	6	i
6	7	j
7	8	k
8	9	<silence>
8	9	d
9	10	a
10	11	t
11	12	z
12	13	i
13	14	j
14	15	n
15	16	v
16	17	r
17	18	a
18	19	g
19	20	e
20	21	n
21	22	w
22	23	a
23	24	a
24	25	r
25	26	o
26	27	p
27	28	j
28	29	e
29	30	n
30	31	o
31	32	g
32	33	n
33	34	i
34	35	e
35	36	t
36	37	z
37	38	o
38	39	g
39	40	e
40	41	m
41	42	a
42	43	k
43	44	k
44	45	e
45	46	l
46	47	i
47	48	j
48	49	k
49	50	e
50	51	e
51	52	n
52	53	a
53	54	n
54	55	t
55	56	w
56	57	o
57	58	o
58	59	r
59	60	d
60	61	k
61	62	u
62	63	n
63	64	t
64	65	v
65	66	i
66	67	n
67	68	d
68	69	e
69	70	n
70	71	<silence>
70
